season,date,home,away,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_sot,away_sot,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
2003/04,2004-03-06,Racing Santander,Real Madrid,1,1,,,,,,,,,,,,,,
2003/04,2004-03-06,Valencia CF,Deportivo La Coruna,3,0,,,,,,,,,,,,,,
2003/04,2004-03-07,Albacete,Real Betis,1,0,,,,,,,,,,,,,,
2003/04,2004-03-07,Athletic Bilbao,Real Valladolid,1,4,,,,,,,,,,,,,,
2003/04,2004-03-07,Atletico Madrid,Real Murcia,1,1,,,,,,,,,,,,,,
2003/04,2004-03-07,FC Barcelona,RCD Mallorca,3,2,,,,,,,,,,,,,,
2003/04,2004-03-07,Real Zaragoza,Malaga CF,1,0,,,,,,,,,,,,,,
2003/04,2004-03-07,Sevilla FC,Villarreal CF,2,0,,,,,,,,,,,,,,
2003/04,2004-03-13,Real Madrid,Real Zaragoza,1,1,,,,,,,,,,,,,,
2003/04,2004-03-13,Real Sociedad,Atletico Madrid,2,1,,,,,,,,,,,,,,
2003/04,2004-03-14,Celta Vigo,Valencia CF,0,2,,,,,,,,,,,,,,
2003/04,2004-03-14,Espanyol Barcelona,Racing Santander,0,1,,,,,,,,,,,,,,
2003/04,2004-03-14,Malaga CF,Athletic Bilbao,2,1,,,,,,,,,,,,,,
2003/04,2004-03-14,RCD Mallorca,Deportivo La Coruna,4,2,,,,,,,,,,,,,,
2003/04,2004-03-14,Real Betis,CA Osasuna,1,1,,,,,,,,,,,,,,
2003/04,2004-03-14,Real Murcia,FC Barcelona,0,2,,,,,,,,,,,,,,
2003/04,2004-03-14,Real Valladolid,Sevilla FC,2,0,,,,,,,,,,,,,,
2003/04,2004-03-14,Villarreal CF,Albacete,2,1,,,,,,,,,,,,,,
2003/04,2004-03-20,Athletic Bilbao,Real Madrid,4,2,,,,,,,,,,,,,,
2003/04,2004-03-20,Atletico Madrid,Real Betis,2,1,,,,,,,,,,,,,,
2003/04,2004-03-20,Deportivo La Coruna,Real Murcia,1,0,,,,,,,,,,,,,,
2003/04,2004-03-21,Albacete,Real Valladolid,2,0,,,,,,,,,,,,,,
2003/04,2004-03-21,CA Osasuna,Villarreal CF,2,1,,,,,,,,,,,,,,
2003/04,2004-03-21,FC Barcelona,Real Sociedad,1,0,,,,,,,,,,,,,,
2003/04,2004-03-21,Racing Santander,Celta Vigo,4,4,,,,,,,,,,,,,,
2003/04,2004-03-21,Real Zaragoza,Espanyol Barcelona,1,1,,,,,,,,,,,,,,
2003/04,2004-03-21,Sevilla FC,Malaga CF,0,1,,,,,,,,,,,,,,
2003/04,2004-03-21,Valencia CF,RCD Mallorca,5,1,,,,,,,,,,,,,,
2003/04,2004-03-27,Espanyol Barcelona,Athletic Bilbao,2,1,,,,,,,,,,,,,,
2003/04,2004-03-27,Real Sociedad,Deportivo La Coruna,1,2,,,,,,,,,,,,,,
2003/04,2004-03-28,Celta Vigo,Real Zaragoza,0,2,,,,,,,,,,,,,,
2003/04,2004-03-28,Malaga CF,Albacete,1,1,,,,,,,,,,,,,,
2003/04,2004-03-28,Racing Santander,Valencia CF,0,3,,,,,,,,,,,,,,
2003/04,2004-03-28,Real Madrid,Sevilla FC,5,1,,,,,,,,,,,,,,
2003/04,2004-03-28,Real Murcia,RCD Mallorca,2,0,,,,,,,,,,,,,,
2003/04,2004-03-28,Real Valladolid,CA Osasuna,1,1,,,,,,,,,,,,,,
2003/04,2004-03-28,Villarreal CF,Atletico Madrid,0,0,,,,,,,,,,,,,,
2003/04,2004-04-03,Albacete,Real Madrid,1,2,,,,,,,,,,,,,,
2003/04,2004-04-03,FC Barcelona,Villarreal CF,0,0,,,,,,,,,,,,,,
2003/04,2004-04-03,Sevilla FC,Espanyol Barcelona,1,0,,,,,,,,,,,,,,
2003/04,2004-04-04,Athletic Bilbao,Celta Vigo,0,0,,,,,,,,,,,,,,
2003/04,2004-04-04,Atletico Madrid,Real Valladolid,2,1,,,,,,,,,,,,,,
2003/04,2004-04-04,CA Osasuna,Malaga CF,1,1,,,,,,,,,,,,,,
2003/04,2004-04-04,Deportivo La Coruna,Real Betis,2,2,,,,,,,,,,,,,,
2003/04,2004-04-04,RCD Mallorca,Real Sociedad,1,1,,,,,,,,,,,,,,
2003/04,2004-04-04,Real Zaragoza,Racing Santander,2,2,,,,,,,,,,,,,,
2003/04,2004-04-04,Valencia CF,Real Murcia,2,0,,,,,,,,,,,,,,
2003/04,2004-04-10,Celta Vigo,Sevilla FC,0,0,,,,,,,,,,,,,,
2003/04,2004-04-10,Malaga CF,Atletico Madrid,3,1,,,,,,,,,,,,,,
2003/04,2004-04-10,Real Valladolid,FC Barcelona,1,3,,,,,,,,,,,,,,
2003/04,2004-04-11,Espanyol Barcelona,Albacete,1,1,,,,,,,,,,,,,,
2003/04,2004-04-11,Racing Santander,Athletic Bilbao,1,2,,,,,,,,,,,,,,
2003/04,2004-04-11,Real Betis,RCD Mallorca,0,2,,,,,,,,,,,,,,
2003/04,2004-04-11,Real Madrid,CA Osasuna,0,3,,,,,,,,,,,,,,
2003/04,2004-04-11,Real Sociedad,Real Murcia,2,0,,,,,,,,,,,,,,
2003/04,2004-04-11,Real Zaragoza,Valencia CF,0,1,,,,,,,,,,,,,,
2003/04,2004-04-11,Villarreal CF,Deportivo La Coruna,0,2,,,,,,,,,,,,,,
2003/04,2004-04-14,Real Betis,FC Barcelona,1,1,,,,,,,,,,,,,,
2003/04,2004-04-17,Athletic Bilbao,Real Zaragoza,4,0,,,,,,,,,,,,,,
2003/04,2004-04-17,Atletico Madrid,Real Madrid,1,2,,,,,,,,,,,,,,
2003/04,2004-04-17,Deportivo La Coruna,Real Valladolid,1,1,,,,,,,,,,,,,,
2003/04,2004-04-18,Albacete,Celta Vigo,0,2,,,,,,,,,,,,,,
2003/04,2004-04-18,CA Osasuna,Espanyol Barcelona,1,3,,,,,,,,,,,,,,
2003/04,2004-04-18,FC Barcelona,Malaga CF,3,0,,,,,,,,,,,,,,
2003/04,2004-04-18,RCD Mallorca,Villarreal CF,1,2,,,,,,,,,,,,,,
2003/04,2004-04-18,Real Murcia,Real Betis,0,1,,,,,,,,,,,,,,
2003/04,2004-04-18,Sevilla FC,Racing Santander,5,2,,,,,,,,,,,,,,
2003/04,2004-04-18,Valencia CF,Real Sociedad,2,2,,,,,,,,,,,,,,
2003/04,2004-04-24,Espanyol Barcelona,Atletico Madrid,3,1,,,,,,,,,,,,,,
2003/04,2004-04-24,Malaga CF,Deportivo La Coruna,1,1,,,,,,,,,,,,,,
2003/04,2004-04-25,Athletic Bilbao,Valencia CF,1,1,,,,,,,,,,,,,,
2003/04,2004-04-25,Celta Vigo,CA Osasuna,1,0,,,,,,,,,,,,,,
2003/04,2004-04-25,Racing Santander,Albacete,0,2,,,,,,,,,,,,,,
2003/04,2004-04-25,Real Betis,Real Sociedad,2,1,,,,,,,,,,,,,,
2003/04,2004-04-25,Real Madrid,FC Barcelona,1,2,,,,,,,,,,,,,,
2003/04,2004-04-25,Real Valladolid,RCD Mallorca,1,3,,,,,,,,,,,,,,
2003/04,2004-04-25,Real Zaragoza,Sevilla FC,4,4,,,,,,,,,,,,,,
2003/04,2004-04-25,Villarreal CF,Real Murcia,1,0,,,,,,,,,,,,,,
2003/04,2004-05-01,Atletico Madrid,Celta Vigo,3,2,,,,,,,,,,,,,,
2003/04,2004-05-01,Deportivo La Coruna,Real Madrid,2,0,,,,,,,,,,,,,,
2003/04,2004-05-02,Albacete,Real Zaragoza,3,1,,,,,,,,,,,,,,
2003/04,2004-05-02,CA Osasuna,Racing Santander,1,2,,,,,,,,,,,,,,
2003/04,2004-05-02,FC Barcelona,Espanyol Barcelona,4,1,,,,,,,,,,,,,,
2003/04,2004-05-02,RCD Mallorca,Malaga CF,2,1,,,,,,,,,,,,,,
2003/04,2004-05-02,Real Murcia,Real Valladolid,2,1,,,,,,,,,,,,,,
2003/04,2004-05-02,Real Sociedad,Villarreal CF,2,2,,,,,,,,,,,,,,
2003/04,2004-05-02,Sevilla FC,Athletic Bilbao,2,0,,,,,,,,,,,,,,
2003/04,2004-05-02,Valencia CF,Real Betis,2,0,,,,,,,,,,,,,,
2003/04,2004-05-08,Celta Vigo,FC Barcelona,1,0,,,,,,,,,,,,,,
2003/04,2004-05-08,Real Madrid,RCD Mallorca,2,3,,,,,,,,,,,,,,
2003/04,2004-05-09,Athletic Bilbao,Albacete,1,1,,,,,,,,,,,,,,
2003/04,2004-05-09,Espanyol Barcelona,Deportivo La Coruna,2,0,,,,,,,,,,,,,,
2003/04,2004-05-09,Malaga CF,Real Murcia,1,0,,,,,,,,,,,,,,
2003/04,2004-05-09,Racing Santander,Atletico Madrid,2,2,,,,,,,,,,,,,,
2003/04,2004-05-09,Real Valladolid,Real Sociedad,2,2,,,,,,,,,,,,,,
2003/04,2004-05-09,Real Zaragoza,CA Osasuna,1,0,,,,,,,,,,,,,,
2003/04,2004-05-09,Sevilla FC,Valencia CF,0,2,,,,,,,,,,,,,,
2003/04,2004-05-09,Villarreal CF,Real Betis,1,0,,,,,,,,,,,,,,
2003/04,2004-05-14,Villarreal CF,Valencia CF,2,1,,,,,,,,,,,,,,
2003/04,2004-05-15,Deportivo La Coruna,Celta Vigo,3,0,,,,,,,,,,,,,,
2003/04,2004-05-15,Real Betis,Real Valladolid,1,0,,,,,,,,,,,,,,
2003/04,2004-05-16,Albacete,Sevilla FC,1,4,,,,,,,,,,,,,,
2003/04,2004-05-16,Atletico Madrid,Real Zaragoza,1,2,,,,,,,,,,,,,,
2003/04,2004-05-16,CA Osasuna,Athletic Bilbao,1,2,,,,,,,,,,,,,,
2003/04,2004-05-16,FC Barcelona,Racing Santander,1,0,,,,,,,,,,,,,,
2003/04,2004-05-16,RCD Mallorca,Espanyol Barcelona,4,2,,,,,,,,,,,,,,
2003/04,2004-05-16,Real Murcia,Real Madrid,2,1,,,,,,,,,,,,,,
2003/04,2004-05-16,Real Sociedad,Malaga CF,1,1,,,,,,,,,,,,,,
2003/04,2004-05-23,Athletic Bilbao,Atletico Madrid,3,4,,,,,,,,,,,,,,
2003/04,2004-05-23,Celta Vigo,RCD Mallorca,1,2,,,,,,,,,,,,,,
2003/04,2004-05-23,Espanyol Barcelona,Real Murcia,2,0,,,,,,,,,,,,,,
2003/04,2004-05-23,Malaga CF,Real Betis,2,3,,,,,,,,,,,,,,
2003/04,2004-05-23,Racing Santander,Deportivo La Coruna,0,1,,,,,,,,,,,,,,
2003/04,2004-05-23,Real Madrid,Real Sociedad,1,4,,,,,,,,,,,,,,
2003/04,2004-05-23,Real Valladolid,Villarreal CF,3,0,,,,,,,,,,,,,,
2003/04,2004-05-23,Real Zaragoza,FC Barcelona,2,1,,,,,,,,,,,,,,
2003/04,2004-05-23,Sevilla FC,CA Osasuna,1,0,,,,,,,,,,,,,,
2003/04,2004-05-23,Valencia CF,Albacete,0,1,,,,,,,,,,,,,,
2004/05,2004-08-28,Atletico Madrid,Malaga CF,2,0,,,,,,,,,,,,,,
2004/05,2004-08-28,CD Numancia,Real Betis,1,1,,,,,,,,,,,,,,
2004/05,2004-08-28,Espanyol Barcelona,Deportivo La Coruna,1,1,,,,,,,,,,,,,,
2004/05,2004-08-29,CA Osasuna,Athletic Bilbao,1,1,,,,,,,,,,,,,,
2004/05,2004-08-29,RCD Mallorca,Real Madrid,0,1,,,,,,,,,,,,,,
2004/05,2004-08-29,Racing Santander,FC Barcelona,0,2,,,,,,,,,,,,,,
2004/05,2004-08-29,Real Sociedad,Levante UD,1,1,,,,,,,,,,,,,,
2004/05,2004-08-29,Real Zaragoza,Getafe CF,3,1,,,,,,,,,,,,,,
2004/05,2004-08-29,Sevilla FC,Albacete,1,0,,,,,,,,,,,,,,
2004/05,2004-08-30,Valencia CF,Villarreal CF,2,1,,,,,,,,,,,,,,
2004/05,2004-09-11,Athletic Bilbao,Valencia CF,2,2,,,,,,,,,,,,,,
2004/05,2004-09-11,FC Barcelona,Sevilla FC,2,0,,,,,,,,,,,,,,
2004/05,2004-09-11,Real Madrid,CD Numancia,1,0,,,,,,,,,,,,,,
2004/05,2004-09-12,Albacete,Atletico Madrid,0,2,,,,,,,,,,,,,,
2004/05,2004-09-12,Deportivo La Coruna,CA Osasuna,1,3,,,,,,,,,,,,,,
2004/05,2004-09-12,Getafe CF,RCD Mallorca,1,2,,,,,,,,,,,,,,
2004/05,2004-09-12,Levante UD,Racing Santander,3,1,,,,,,,,,,,,,,
2004/05,2004-09-12,Malaga CF,Real Zaragoza,0,0,,,,,,,,,,,,,,
2004/05,2004-09-12,Real Betis,Espanyol Barcelona,1,4,,,,,,,,,,,,,,
2004/05,2004-09-12,Villarreal CF,Real Sociedad,0,0,,,,,,,,,,,,,,
2004/05,2004-09-18,CA Osasuna,Real Betis,3,2,,,,,,,,,,,,,,
2004/05,2004-09-18,Espanyol Barcelona,Real Madrid,1,0,,,,,,,,,,,,,,
2004/05,2004-09-18,Valencia CF,Real Sociedad,3,1,,,,,,,,,,,,,,
2004/05,2004-09-19,Athletic Bilbao,Deportivo La Coruna,1,2,,,,,,,,,,,,,,
2004/05,2004-09-19,Atletico Madrid,FC Barcelona,1,1,,,,,,,,,,,,,,
2004/05,2004-09-19,CD Numancia,Getafe CF,1,0,,,,,,,,,,,,,,
2004/05,2004-09-19,RCD Mallorca,Malaga CF,1,2,,,,,,,,,,,,,,
2004/05,2004-09-19,Racing Santander,Villarreal CF,1,1,,,,,,,,,,,,,,
2004/05,2004-09-19,Real Zaragoza,Albacete,4,3,,,,,,,,,,,,,,
2004/05,2004-09-19,Sevilla FC,Levante UD,3,0,,,,,,,,,,,,,,
2004/05,2004-09-21,Real Madrid,CA Osasuna,1,0,,,,,,,,,,,,,,
2004/05,2004-09-22,Albacete,RCD Mallorca,0,0,,,,,,,,,,,,,,
2004/05,2004-09-22,Deportivo La Coruna,Valencia CF,1,5,,,,,,,,,,,,,,
2004/05,2004-09-22,Getafe CF,Espanyol Barcelona,1,0,,,,,,,,,,,,,,
2004/05,2004-09-22,Levante UD,Atletico Madrid,1,0,,,,,,,,,,,,,,
2004/05,2004-09-22,Malaga CF,CD Numancia,4,1,,,,,,,,,,,,,,
2004/05,2004-09-22,Real Betis,Athletic Bilbao,2,1,,,,,,,,,,,,,,
2004/05,2004-09-22,Real Sociedad,Racing Santander,0,1,,,,,,,,,,,,,,
2004/05,2004-09-22,Villarreal CF,Sevilla FC,0,0,,,,,,,,,,,,,,
2004/05,2004-09-23,FC Barcelona,Real Zaragoza,4,1,,,,,,,,,,,,,,
2004/05,2004-09-25,Athletic Bilbao,Real Madrid,2,1,,,,,,,,,,,,,,
2004/05,2004-09-25,Atletico Madrid,Villarreal CF,1,0,,,,,,,,,,,,,,
2004/05,2004-09-25,Deportivo La Coruna,Real Betis,1,1,,,,,,,,,,,,,,
2004/05,2004-09-26,CA Osasuna,Getafe CF,2,1,,,,,,,,,,,,,,
2004/05,2004-09-26,CD Numancia,Albacete,0,0,,,,,,,,,,,,,,
2004/05,2004-09-26,Espanyol Barcelona,Malaga CF,1,0,,,,,,,,,,,,,,
2004/05,2004-09-26,RCD Mallorca,FC Barcelona,1,3,,,,,,,,,,,,,,
2004/05,2004-09-26,Real Zaragoza,Levante UD,4,3,,,,,,,,,,,,,,
2004/05,2004-09-26,Sevilla FC,Real Sociedad,2,1,,,,,,,,,,,,,,
2004/05,2004-09-26,Valencia CF,Racing Santander,2,0,,,,,,,,,,,,,,
2004/05,2004-10-02,Real Betis,Valencia CF,1,1,,,,,,,,,,,,,,
2004/05,2004-10-02,Real Sociedad,Atletico Madrid,1,0,,,,,,,,,,,,,,
2004/05,2004-10-03,Albacete,Espanyol Barcelona,1,0,,,,,,,,,,,,,,
2004/05,2004-10-03,FC Barcelona,CD Numancia,1,0,,,,,,,,,,,,,,
2004/05,2004-10-03,Getafe CF,Athletic Bilbao,3,1,,,,,,,,,,,,,,
2004/05,2004-10-03,Levante UD,RCD Mallorca,2,0,,,,,,,,,,,,,,
2004/05,2004-10-03,Malaga CF,CA Osasuna,2,0,,,,,,,,,,,,,,
2004/05,2004-10-03,Racing Santander,Sevilla FC,0,0,,,,,,,,,,,,,,
2004/05,2004-10-03,Real Madrid,Deportivo La Coruna,0,1,,,,,,,,,,,,,,
2004/05,2004-10-03,Villarreal CF,Real Zaragoza,2,0,,,,,,,,,,,,,,
2004/05,2004-10-16,Deportivo La Coruna,Getafe CF,2,1,,,,,,,,,,,,,,
2004/05,2004-10-16,Espanyol Barcelona,FC Barcelona,0,1,,,,,,,,,,,,,,
2004/05,2004-10-16,Real Betis,Real Madrid,1,1,,,,,,,,,,,,,,
2004/05,2004-10-17,Athletic Bilbao,Malaga CF,1,0,,,,,,,,,,,,,,
2004/05,2004-10-17,Atletico Madrid,Racing Santander,1,0,,,,,,,,,,,,,,
2004/05,2004-10-17,CA Osasuna,Albacete,4,2,,,,,,,,,,,,,,
2004/05,2004-10-17,CD Numancia,Levante UD,1,3,,,,,,,,,,,,,,
2004/05,2004-10-17,RCD Mallorca,Villarreal CF,1,1,,,,,,,,,,,,,,
2004/05,2004-10-17,Real Zaragoza,Real Sociedad,2,1,,,,,,,,,,,,,,
2004/05,2004-10-17,Valencia CF,Sevilla FC,1,2,,,,,,,,,,,,,,
2004/05,2004-10-23,Malaga CF,Deportivo La Coruna,1,1,,,,,,,,,,,,,,
2004/05,2004-10-23,Real Madrid,Valencia CF,1,0,,,,,,,,,,,,,,
2004/05,2004-10-24,Albacete,Athletic Bilbao,1,0,,,,,,,,,,,,,,
2004/05,2004-10-24,FC Barcelona,CA Osasuna,3,0,,,,,,,,,,,,,,
2004/05,2004-10-24,Getafe CF,Real Betis,0,2,,,,,,,,,,,,,,
2004/05,2004-10-24,Levante UD,Espanyol Barcelona,0,2,,,,,,,,,,,,,,
2004/05,2004-10-24,Racing Santander,Real Zaragoza,1,0,,,,,,,,,,,,,,
2004/05,2004-10-24,Real Sociedad,RCD Mallorca,2,1,,,,,,,,,,,,,,
2004/05,2004-10-24,Sevilla FC,Atletico Madrid,2,1,,,,,,,,,,,,,,
2004/05,2004-10-24,Villarreal CF,CD Numancia,4,0,,,,,,,,,,,,,,
2004/05,2004-10-30,Athletic Bilbao,FC Barcelona,1,1,,,,,,,,,,,,,,
2004/05,2004-10-30,Valencia CF,Atletico Madrid,1,1,,,,,,,,,,,,,,
2004/05,2004-10-31,CA Osasuna,Levante UD,0,1,,,,,,,,,,,,,,
2004/05,2004-10-31,CD Numancia,Real Sociedad,0,2,,,,,,,,,,,,,,
2004/05,2004-10-31,Deportivo La Coruna,Albacete,0,0,,,,,,,,,,,,,,
2004/05,2004-10-31,Espanyol Barcelona,Villarreal CF,0,0,,,,,,,,,,,,,,
2004/05,2004-10-31,RCD Mallorca,Racing Santander,1,2,,,,,,,,,,,,,,
2004/05,2004-10-31,Real Betis,Malaga CF,1,1,,,,,,,,,,,,,,
2004/05,2004-10-31,Real Madrid,Getafe CF,2,0,,,,,,,,,,,,,,
2004/05,2004-10-31,Real Zaragoza,Sevilla FC,3,0,,,,,,,,,,,,,,
2004/05,2004-11-06,Albacete,Real Betis,0,0,,,,,,,,,,,,,,
2004/05,2004-11-06,FC Barcelona,Deportivo La Coruna,2,1,,,,,,,,,,,,,,
2004/05,2004-11-07,Atletico Madrid,Real Zaragoza,1,1,,,,,,,,,,,,,,
2004/05,2004-11-07,Getafe CF,Valencia CF,1,0,,,,,,,,,,,,,,
2004/05,2004-11-07,Levante UD,Athletic Bilbao,1,0,,,,,,,,,,,,,,
2004/05,2004-11-07,Malaga CF,Real Madrid,0,2,,,,,,,,,,,,,,
2004/05,2004-11-07,Racing Santander,CD Numancia,2,0,,,,,,,,,,,,,,
2004/05,2004-11-07,Real Sociedad,Espanyol Barcelona,0,2,,,,,,,,,,,,,,
2004/05,2004-11-07,Sevilla FC,RCD Mallorca,1,1,,,,,,,,,,,,,,
2004/05,2004-11-07,Villarreal CF,CA Osasuna,3,0,,,,,,,,,,,,,,
2004/05,2004-11-13,Athletic Bilbao,Villarreal CF,2,1,,,,,,,,,,,,,,
2004/05,2004-11-13,CA Osasuna,Real Sociedad,1,0,,,,,,,,,,,,,,
2004/05,2004-11-13,CD Numancia,Sevilla FC,2,1,,,,,,,,,,,,,,
2004/05,2004-11-13,Deportivo La Coruna,Levante UD,1,0,,,,,,,,,,,,,,
2004/05,2004-11-13,Espanyol Barcelona,Racing Santander,2,1,,,,,,,,,,,,,,
2004/05,2004-11-13,Getafe CF,Malaga CF,1,0,,,,,,,,,,,,,,
2004/05,2004-11-13,Valencia CF,Real Zaragoza,0,0,,,,,,,,,,,,,,
2004/05,2004-11-14,RCD Mallorca,Atletico Madrid,1,1,,,,,,,,,,,,,,
2004/05,2004-11-14,Real Betis,FC Barcelona,2,1,,,,,,,,,,,,,,
2004/05,2004-11-14,Real Madrid,Albacete,6,1,,,,,,,,,,,,,,
2004/05,2004-11-20,FC Barcelona,Real Madrid,3,0,,,,,,,,,,,,,,
2004/05,2004-11-20,Malaga CF,Valencia CF,0,2,,,,,,,,,,,,,,
2004/05,2004-11-20,Villarreal CF,Deportivo La Coruna,0,2,,,,,,,,,,,,,,
2004/05,2004-11-21,Albacete,Getafe CF,1,1,,,,,,,,,,,,,,
2004/05,2004-11-21,Atletico Madrid,CD Numancia,2,0,,,,,,,,,,,,,,
2004/05,2004-11-21,Levante UD,Real Betis,1,2,,,,,,,,,,,,,,
2004/05,2004-11-21,Racing Santander,CA Osasuna,1,1,,,,,,,,,,,,,,
2004/05,2004-11-21,Real Sociedad,Athletic Bilbao,3,2,,,,,,,,,,,,,,
2004/05,2004-11-21,Real Zaragoza,RCD Mallorca,0,1,,,,,,,,,,,,,,
2004/05,2004-11-21,Sevilla FC,Espanyol Barcelona,1,0,,,,,,,,,,,,,,
2004/05,2004-11-27,Athletic Bilbao,Racing Santander,3,0,,,,,,,,,,,,,,
2004/05,2004-11-27,Espanyol Barcelona,Atletico Madrid,2,1,,,,,,,,,,,,,,
2004/05,2004-11-27,Getafe CF,FC Barcelona,1,2,,,,,,,,,,,,,,
2004/05,2004-11-28,CA Osasuna,Sevilla FC,4,1,,,,,,,,,,,,,,
2004/05,2004-11-28,CD Numancia,Real Zaragoza,2,1,,,,,,,,,,,,,,
2004/05,2004-11-28,Deportivo La Coruna,Real Sociedad,2,2,,,,,,,,,,,,,,
2004/05,2004-11-28,Malaga CF,Albacete,0,2,,,,,,,,,,,,,,
2004/05,2004-11-28,Real Betis,Villarreal CF,2,1,,,,,,,,,,,,,,
2004/05,2004-11-28,Real Madrid,Levante UD,5,0,,,,,,,,,,,,,,
2004/05,2004-11-28,Valencia CF,RCD Mallorca,2,0,,,,,,,,,,,,,,
2004/05,2004-12-04,Albacete,Valencia CF,0,1,,,,,,,,,,,,,,
2004/05,2004-12-04,FC Barcelona,Malaga CF,4,0,,,,,,,,,,,,,,
2004/05,2004-12-04,Real Sociedad,Real Betis,1,0,,,,,,,,,,,,,,
2004/05,2004-12-05,Atletico Madrid,CA Osasuna,3,2,,,,,,,,,,,,,,
2004/05,2004-12-05,Levante UD,Getafe CF,0,0,,,,,,,,,,,,,,
2004/05,2004-12-05,RCD Mallorca,CD Numancia,3,2,,,,,,,,,,,,,,
2004/05,2004-12-05,Racing Santander,Deportivo La Coruna,2,2,,,,,,,,,,,,,,
2004/05,2004-12-05,Real Zaragoza,Espanyol Barcelona,0,1,,,,,,,,,,,,,,
2004/05,2004-12-05,Sevilla FC,Athletic Bilbao,2,0,,,,,,,,,,,,,,
2004/05,2004-12-05,Villarreal CF,Real Madrid,0,0,,,,,,,,,,,,,,
2004/05,2004-12-11,Albacete,FC Barcelona,1,2,,,,,,,,,,,,,,
2004/05,2004-12-11,Athletic Bilbao,Atletico Madrid,1,0,,,,,,,,,,,,,,
2004/05,2004-12-12,CA Osasuna,Real Zaragoza,2,2,,,,,,,,,,,,,,
2004/05,2004-12-12,Deportivo La Coruna,Sevilla FC,2,2,,,,,,,,,,,,,,
2004/05,2004-12-12,Espanyol Barcelona,RCD Mallorca,2,1,,,,,,,,,,,,,,
2004/05,2004-12-12,Getafe CF,Villarreal CF,1,2,,,,,,,,,,,,,,
2004/05,2004-12-12,Malaga CF,Levante UD,1,0,,,,,,,,,,,,,,
2004/05,2004-12-12,Real Betis,Racing Santander,2,1,,,,,,,,,,,,,,
2004/05,2004-12-12,Valencia CF,CD Numancia,1,0,,,,,,,,,,,,,,
2004/05,2004-12-18,FC Barcelona,Valencia CF,1,1,,,,,,,,,,,,,,
2004/05,2004-12-18,Levante UD,Albacete,1,1,,,,,,,,,,,,,,
2004/05,2004-12-18,Racing Santander,Real Madrid,2,3,,,,,,,,,,,,,,
2004/05,2004-12-19,Atletico Madrid,Deportivo La Coruna,1,0,,,,,,,,,,,,,,
2004/05,2004-12-19,CD Numancia,Espanyol Barcelona,0,0,,,,,,,,,,,,,,
2004/05,2004-12-19,RCD Mallorca,CA Osasuna,1,2,,,,,,,,,,,,,,
2004/05,2004-12-19,Real Sociedad,Getafe CF,1,1,,,,,,,,,,,,,,
2004/05,2004-12-19,Real Zaragoza,Athletic Bilbao,0,2,,,,,,,,,,,,,,
2004/05,2004-12-19,Sevilla FC,Real Betis,2,1,,,,,,,,,,,,,,
